"id","spotify_track_id","name","album","release_date"
USCM51400222,"4jtyUzZm9WLc2AdaJ1dso7","0 To 100 / The Catch Up","0 To 100 / The Catch Up",2014-07-15
USRC11301176,"3jVtllWS5CFFWLQng8sKsr","2 On",Aquarius,2014-01-21
GBAYE1400217,"0FDzzruyVECATHXKHFs9eJ",A Sky Full Of Stars,Ghost Stories,2014-05-02
USQX91401203,"1hzJQIkgXwZevaKsc7iA6D",About The Money,About the Money (feat. Young Thug),2014-06-03
USAT21300009,"1j8z4TTjJ1YOdoFEDwJTQa",Ain't It Fun,Paramore,2013-04-05
USSM11401317,"5jE48hhRu8E6zBDPRSkEq7",All About That Bass,Title (Deluxe),2014-02-16
USSM11303954,"3U4isOIWM3VvDubwSI3y7a",All Of Me,Love In The Future (Expanded Edition),2013-08-08
USWB11304681,"1fidCEsYlaVE3pHwKCvpFZ",Am I Wrong,Black Star Elephant,2013-04-12
US6XF1400002,"1dgWTMoHwTUnQhOQ8SR5fV",American Kids,The Big Revival,2014-06-21
GBUM71401926,"1JCCdiru7fhstOIF4N7WJC",Amnesia,"5 Seconds Of Summer",2014-06-27
USCM51400260,"4M7aciOBSbGnh1bN3YbuS0",Anaconda,The Pinkprint,2014-09-26
GBUM71400955,"6PSKhwo0mVcOdjUOhVJd5p",Bailando,SEX AND LOVE,2014-03-13
USUM71409737,"0puf9yIluy9W0vpMEUoAnN",Bang Bang,Sweet Talker (Deluxe Version),2014-07-28
USUM71406165,"1qFQKFt9fp1LU9QsvFbyPS",Bartender,"747",2014-05-19
USRN11300044,"5dNGORzxFb5z3v7vSAFkTU",Beachin',Days of Gold,2013-12-03
USCM51400173,"6t2eIONH4Sax3R21QWiKNp",Believe Me,Believe Me,2014-05-28
USUM71311293,"2xLOMHjkOK8nzxJ4r6yOKR",Birthday,PRISM (Deluxe),2013-10-21
GBUM71401093,"7pNC5ZIKtwUK0ReSpM3P9f",Black Widow,The New Classic,2014-04-18
USSM11404393,"2E5BWsT8JmI4JCCZNFJ4Fw",Bo$$,Reflection,2014-07-07
GBAHS1400160,"0Y1MWB026LYxGvhq4EcMiC",Boom Clap,SUCKER,2014-04-16
USUM71409719,"12KUFSHFgT0XCoiSlvdQi4",Break Free,My Everything (Deluxe),2014-01-01
US58E1400453,"32FcjEWPn4aSRqJ6loL01b",Burnin' It Down,"Old Boots, New Dirt",2014-07-22
USRC11400498,"4VrWlk8IQxevMvERoX08iC",Chandelier,"1000 Forms Of Fear",2014-02-16
USSM11301446,"6FE2iI43OZnszFLuLtvvmg",Classic,MKTO,2013-06-20
USUM71317730,"1ffMmNQ42w7dIwyCDTKySb",Cold One,The Outsiders,2014-02-11
USSM11400861,"24MSdaNRlLgjp8xYeJeXwZ",Come Get It Bae,G I R L,2014-03-03
USY741100002,"2kWowW0k4oFymhkr7LmvzO",Come With Me Now,Lunatic,2012-07-24
USWB11301764,"13P5rwmk2EsoFRIz9UCeh9",Cool Kids,Talking Dreams (Deluxe Edition),2013-06-11
USUM71301306,"2tpWsVSb9UEmDRxAl1zhX1",Counting Stars,Native,2013-03-22
USUM71404544,"2Vevs2eAQNNb7NTpKj5kqA",Cut Her Off,In Due Time,2014-04-22
USUM71311296,"4jbmgIyjGoXjY01XxatOx6",Dark Horse,PRISM,2013-09-17
USUG11401387,"1pxXqJZBrCREdC0s4Xs6Xz",Day Drinking,Pain Killer,2014-06-03
USUM71409277,"5CXnIPD6rTjszYYQm6fY2P",Dirt,Anything Goes,2014-10-14
USUM71406166,"0Dc7J9VPV4eOInoxUiZrsL",Don't Tell 'Em,Late Nights: The Album,2014-06-06
GBAHS1400090,"1huvTbEYtgltjQRXzrNKGi",Don't,x (Deluxe Edition),2014-06-20
USUM71319714,"1soxUgYIZb1qx1c7o1Lc7z",Drunk On A Plane,RISER,2014-02-25
USUM71319665,"5J6IvCB3hhdBVFfKI75fjp",Dust,"10,000 Towns",2014-03-03
GBUM71400597,"3oiMJQAWVaxSubJ7b2VUtX",Fancy,The New Classic (Deluxe Version),2014-03-03
QMCE31400019,"6Xa2q0dapj03CsRzmD0Os5",Fight Night,No Label II,2014-02-14
USRC11401783,"4Y7XAxTANhu3lmnLAzhWJW",Fireball,Globalization,2014-07-23
USAT21401980,"2rpWXKjsErmTQWSbxjvHH3",Foreign,Trigga Reloaded,2014-07-01
USVT31400002,"3tInTDUq8wdIMw5ftohmqJ",Girls Chase Boys,Lights Out,2014-04-15
USRC11400650,"3CX3WMBg6lzWk72bYL29vP",Good Kisser,Good Kisser,2014-05-05
SE3NM1300101,"14OxJlLdcHNpgsm4DRwDOB",Habits (Stay High),Queen Of The Clouds,2014-03-03
USQ4E1300686,"60nZcImufyMA1MKQY3dcCH",Happy,G I R L,2013-06-18
USUM71400121,"0c6xIDDpzE81m2q797ordA",Hideaway,Sound Of A Woman,2014-01-01
USWB11304589,"5BtS8w1kkjLV1BbvB0t12u",Hope You Get Lonely Tonight,Cole Swindell,2014-01-21
USSM11405788,"0rFke7eNFHbGuGJUdRgjB2",Hot Boy,Hot Boy,2014-07-25
USCRB1410944,"5aj0xPGiEUN3aI2oOYu14S",I Don't Dance,I Don't Dance (Deluxe Edition),2014-02-03
USQX91400359,"03rhu2vIylSFLUagt7wi5D",I Will Never Let You Down,I Will Never Let You Down,2014-02-16
TCABQ1306458,"1mrhtttwywSD9smpjBvEgN",I'm Ready,Living Room,2013-12-20
GBUM71302810,"51ODNNDZm21HU7wI7cccRr",Latch,Settle (Special Edition),2012-10-08
USUM71405920,"3wx2kQWPn9p5UppQbNhPAk",Leave The Night On,Montevallo,2014-05-27
USCM51400196,"7DTlsMOQjGysXHpwwpHuPl",Lifestyle,Lifestyle,2014-06-05
USSM11401760,"48td6xvpokdYwvbl3JIiXP",Love Never Felt So Good,XSCAPE,2014-05-02
USUM71404631,"5BJSZocnCeSNeYMj3iVqM7",Love Runs Out,Native,2014-04-04
USRC11400614,"5BrTUo0xP1wKXLJWUaGFtk",Loyal,X (Expanded Edition),2014-03-26
USRC11302077,"2asIUjALYhUbH8hvLUhDWo",Main Chick,My Own Lane (Expanded Edition),2014-11-07
USUM71407116,"4gbVRS8gloEluzf0GzDOFc",Maps,V,2014-06-16
USUM71401800,"1oew3nFNY3vMacJAsvry0S",Me And My Broken Heart,Let The Road,2014-03-18
USCJY1418179,"2rO28hRLDbsenVjeWvwqQz",Meanwhile Back At Mama's,Sundown Heaven Town (Deluxe Edition),2014-04-08
USWB11300394,"7kB1UXxStzSa78NdiexiIS",My Eyes,Based on a True Story... (Deluxe Edition),2013-03-26
USRC11401422,"3fBbfrWZUuWWrMQXFISr7N",New Flame,X (Expanded Edition),2014-06-29
USUM71406157,"2L8cFPItBljPNJgPjTnuIf",No Flex Zone,SremmLife,2014-05-19
USQX91401147,"0SqUFLaRXwufRUsJ0t4dXB",No Mediocre,Paperwork (Deluxe Explicit),2014-06-14
USCM51400162,"2bkyTJ4bAnc8a5ly3dg9DX",Pills N Potions,The Pinkprint (Deluxe),2014-07-25
USUM71405403,"7vS3Y0IKjde7Xg85LWIEdP",Problem,My Everything (Deluxe),2014-02-16
GBAHS1300498,"1h9j1FfcLUvGFYUumJd84S",Rather Be,New Eyes,2014-01-17
QMDR70000001,"1pbjOhmFwYC09EYU5EwB5L",Ready Set Roll,Ignite the Night (Party Edition),2013-10-05
USHR11334431,"5vTPxzm4h2bY9rYyVrGEU5",Really Don't Care,Demi,2013-05-10
AULI01385760,"2uXlHCUbq9OMUwx3hrk06o",Riptide,Dream Your Life Away (Deluxe Edition),2013-03-22
USAN21400001,"0U6uTxVPeoXFcxlXMIWgAR",River Bank,Moonshine in the Trunk,2014-04-06
USUM71307706,"5r00wpsojd4mBYaQFDvni7",Roller Coaster,Crash My Party,2013-08-13
CAV161300016,"6RtPijgfPKROxEzTHNRiDp",Rude,Don't Kill the Magic,2013-10-11
GBUM71400377,"1gugDOSMREb34Xo0c1PlxM",She Looks So Perfect,"5 Seconds Of Summer",2014-02-21
USRC11400866,"3DmW6y7wTEYHJZlLo1r6XJ",Shower,Shower,2014-04-23
GBAHS1400082,"6K8qKeWo5MsFED7wCR6Kop",Sing,x (Deluxe Edition),2014-04-07
USLXJ1406332,"3JUT20Ycry03hgIbMSSBzV",Small Town Throwdown,Just As I Am,2014-05-19
USUM71318238,"5BNgkhr9nadjc1cJGpeJAs",Song About A Girl,Eric Paslay,2014-02-04
GBUM71308833,"5Nm9ERjJZ5oyfXZTECKmRt",Stay With Me,In The Lonely Hour,2014-02-16
DEL211300741,"0ZfByLXCeKchuj7zi1CJ0S",Stolen Dance,Sadnecessary (Bonus Track Version),2013-05-31
USUM71400323,"29gsi1zZrZxdStACmTQB0Z",Studio,Oxymoron (Deluxe),2014-02-25
GBARL1400296,"6YUTL4dYpB9xZO5qExPf05",Summer,Motion,2014-04-27
USWB11304529,"6aNwDe5YH5YUPlpHkku52w",Sunshine & Whiskey,Sunshine & Whiskey,2014-02-11
USUM71311297,"7GCElX2eJA5t0AFWw3WzKn",This Is How We Do,PRISM,2013-10-21
USUM71314750,"2TR7A4ulH9R1PNwMyd8o8U",This Is How We Roll,Here's To The Good Times...This Is How We Roll,2013-01-01
USWB11303249,"6jizk5lOUnfpaZXYMdfeC6",Trumpets,Tattoos,2013-01-01
USSM11308174,"67awxiNHNyjMXhVgsHuIrs",Turn Down For What,Turn Down for What,2013-12-18
USYAH1300243,"6BSjJuMiIp22MLYriO9voq",V. 3005,Because the Internet,2013-12-10
CYA111400022,"7m3povhdMDLZwuEKak0l0n",Wasted,A Town Called Paradise (Deluxe),2014-01-01
USUM71303994,"2EvddT8rcO99bKH0rDHAYG",We Are Tonight,We Are Tonight,2013-09-17
USAT21400212,"1ULa3GfdMKs0MfRpm6xVlu",We Dem Boyz,Blacc Hollywood (Deluxe),2014-11-17
USRN11300051,"4u7KjVIQPdzGCcAwg4W5Kl",Who I Am With You,A.M.,2013-09-16
USWB11400672,"4B4zDmbHdkXZ1wUJv1yKFy",Wiggle,Tattoos (Deluxe Edition),2014-01-01
TCABZ1407197,"5Nh8XViPuGZpPfAdcmcr5t",Wild Life,Wild Life,2014-08-07
GBUM71301347,"3yx6eryOZgO54bt3B671cn",Work,The New Classic,2013-03-17
QMRSZ1700645,"1RKgzcNwAb5Pnvt5uuqhQX",Yeah,Crickets,2013-10-08
USUM71312049,"20FZrLl9zSbO9b3DhaqO6M","23","23",2013-09-10
USRC11301264,"5AnCLGg35ziFOloEnXK4uu",Adore You,Bangerz (Deluxe Version),2013-10-04
USG4X1100018,"1ThdZzM4DCcNIRf9EyBMg5",All Kinds Of Kinds,Four The Record,2011-11-01
USCM51300758,"5ngydCLbzCEdtu8SEOXhPU",All Me,Nothing Was The Same (Deluxe),2013-09-19
NLZ541300467,"0A9mHc7oYUoCECqByV8cQR",Animals,Animals,2013-06-17
USUM71310271,"5ka2ajep9OAvU5Sgduhiex",Applause,ARTPOP,2013-08-13
USRN11200152,"53Dj5PCDhb22qWqmre3YQs",Aw Naw,A.M.,2013-05-19
USUM71311375,"2IJI9wQqrZlCIXv3439Ign",Berzerk,The Marshall Mathers LP2,2013-01-01
GBHMU1300102,"5T7ZFtCcOgkpjxcuaeZbw0",Best Song Ever,Midnight Memories (Deluxe),2013-07-22
USUM71307500,"6bxUnsSGZCmoHHU5auwtps",Beware,Hall Of Fame (Deluxe),2013-06-25
USUM71307668,"0n4bITAu0Y0nigrz3MFJMb",Blurred Lines,Blurred Lines (Deluxe),2013-03-26
USSM11302896,"3N5oiETJEStSB71TjTFkWV",Bounce It,Stay Trippy,2013-06-25
USSM11301638,"6Uy6K3KdmUdAfelUp0SeXn",Brave,The Blessed Unrest,2013-04-22
GBUM71303482,"5lF0pHbsJ0QqyIrLweHJPW",Burn,Halcyon Nights,2013-01-01
GMM881200002,"22skzmqfdWrjJylampe0kt",Can't Hold Us,The Heist,2011-08-16
US58E1200352,"4lWhQ9LG9RYg5fcJ4sRf1u",Carolina,Feels Like Carolina,2013-01-22
USUM71210662,"60wwxj6Dd9NJlirf84wr2c",Clarity,Clarity,2012-10-02
USQX91301190,"5gFoAVTN9YlM9uJCrFZtgl",Crooked Smile,Born Sinner (Deluxe Version),2013-06-14
USUM71207991,"0i5el041vd6nxrGEU8QRxy",Cruise,Here's To The Good Times,2012-05-15
USUM71303519,"6mH3qVIeOsnQIAho5eWwhH",Cups (Pitch Perfect's When I'm Gone),Ultimate Pitch Perfect (Original Motion Picture Soundtrack),2013-01-01
USSD11300195,"6cJLfIqwh0tCKRjYM3WpZ5",Darte Un Beso,Soy el Mismo,2013-07-15
USRN11300047,"5ETe7SElBIgm2NAZY3SpX4",Days Of Gold,Days of Gold,2013-08-04
USUM71201071,"3LlAyCYU26dvFZBDUIMb7a",Demons,Night Visions,2012-02-14
USRC11301269,"6aVeSCobcOjIkMFARN9B7l",Drive,Bangerz (Deluxe Version),2013-10-04
USUM71307796,"4hnK8P3v7kE7T4PMBYwRhu",Drunk Last Night,"10,000 Towns",2013-06-25
USUG12103674,"7qEUFOVcxRI19tbT68JcYK",Everything Has Changed,Red (Taylor's Version),2021-11-11
USUYG1027384,"1UMKquW1olreYO1LlLmTqi",Gas Pedal,Remember Me,2013-03-18
USQX91300809,"2Foc5Q5nqNiosCNqttzHof",Get Lucky,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2013-04-19
USUM71308367,"5zDQlhcJ5KOoXeSMGwiuJY",Give It 2 U,Blurred Lines (Deluxe),2013-07-12
USAT21206908,"2ih2U8ttFzCjnQ5njF3SrR",Gorilla,Unorthodox Jukebox,2012-12-07
USAT21301167,"2LvRR121MWFmmEGkuV2vQP",HeadBand,Underground Luxury,2013-05-21
USUM71314172,"2GCKWEsbb0Xo1oodTOKVi1",Heartbreaker,Journals,2013-10-07
USUM71302387,"4CcrLWFQY4dRGMbUR59cSp",Hey Girl,We Are Tonight,2013-04-30
USCM51300762,"6jdOi5U5LBzQrc4c1VT983","Hold On, We're Going Home",Nothing Was The Same (Deluxe),2013-08-07
QMJMT1300025,"37jTPJgwCCmIGMPB45jrPV",Holy Grail,Magna Carta... Holy Grail,2013-07-04
USSM11304309,"5ik5nMy8vdS2rXe7SAGt2K",Honest,Honest,2013-09-10
USUM71301027,"4IeUAegXVbETb7FpgNDnSM",I Luv This Sh*t,Downtown: Life Under The Gun,2013-01-01
USLXJ1307035,"6GsAD8PgHxmEuIPTG8GP3M",It Goes Like This,It Goes Like This,2013-05-14
USAT21302744,"2xRYnHQdLD9ketvC01UYYT",It Won't Stop,"Call Me Crazy, But...",2013-12-03
GBMQN1200012,"1KxwZYyzWNyZSRyErj2ojT",Let Her Go,All The Little Lights,2012-02-24
GBUM71305253,"7zG20AHwxEtMGy38Nx5sCR",Loco,SEX AND LOVE,2013-08-24
USRC11300977,"2MDueMvPkUTpU6Xkmeinln",Love More,X (Expanded Edition),2014-06-20
USUM71204774,"0HnaqUxvHP5LaWdmWwJpiS",Love Somebody,Overexposed (Deluxe),2012-06-20
USQX91302070,"4Vbwap6K56bB5sYnBBD6GY",Make You Feel My Love,The Quarterback,2013-10-07
USWB11303186,"142rTdgKhe55q9LdSU4cYF",Marry Me,Tattoos,2013-08-26
USWB11300397,"1zvQt99d5oTkEQLmSoO1yu",Mine Would Be You,Based on a True Story... (Deluxe Edition),2013-03-26
USRC11300059,"4rHZZAmHpZrA3iH5zx8frV",Mirrors,The 20/20 Experience (Deluxe Version),2013-02-11
USSM11303362,"0gL0Xf8CN95HmgfEYYLRZV",Miss Movin' On,Miss Movin' On,2013-07-16
USUM71308286,"5Egr4Kxqr7VGlwLz2FulYL",My Hitta,My Krazy Life (Deluxe),2014-03-18
US58E1200328,"5jYWHIVImvYbQS1wf38wDP",Night Train,Night Train,2012-10-16
US7M71200032,"389JMtmedq5MLhikWghmzw",Outta My Head,Never Regret,2013-05-07
USCRB1210133,"4HFNGbVmsMV5lHUvDuXLkl",Parking Lot Party,Hard 2 Love,2012-04-24
USCM51300754,"4RI9eX7jNcdaQOJifn7t6z",Pound Cake / Paris Morton Music 2,Nothing Was The Same (Deluxe),2013-09-19
USSD11300197,"5PycBIeabfvX3n9ILG7Vrv",Propuesta Indecente,"Fórmula, Vol. 2 (Deluxe Edition)",2013-07-30
USUYG1027385,"1KIQ0RscHwxXPJUvhuO5Bl",Red Nose,Remember Me,2013-03-18
USUG12103662,"4OAuvHryIVv4kMDNSLuPt6",Red,Red (Taylor's Version),2021-11-11
USG4X1200112,"4lcXNTm9JrQpJYXqsENmFI",Redneck Crazy,Redneck Crazy,2013-01-15
USHR11334762,"7d1CFwrBmH34gmS0Hkbfbt",Replay,Zendaya,2013-07-16
USUM71308669,"27tNWlhdAryQY04Gb2ZhUI",Roar,PRISM,2013-08-12
USUM71211906,"5T6DM9qjjngWnukcw0svkX",Round Here,Here's To The Good Times,2012-12-04
USUM71201074,"4G8gkOterJn0Ywt6uhqbhp",Radioactive,Night Visions,2012-10-29
NZUM71200031,"2dLLR6qlu5UJ5gk0dKz0h3",Royals,Pure Heroine,2013-03-08
TCABD1246970,"5JVbvCHX10U2pLa5DEqGav",Safe And Sound,In A Tidal Wave of Mystery,2011-06-07
USUM71308244,"1cAMXz9mnvrqyQLSG4KeeE",Sirens,Lightning Bolt,2013-10-11
USHR11334529,"2OsEJFTfzfjG4oC92cuP2c",Slow Down,Stars Dance (Bonus Track Version),2013-07-19
USRC11301273,"0vRFKF7dGdL5XxZMXzpCpF",Someone Else,Bangerz (Deluxe Version),2013-10-04
USCJY1218019,"29AR5X5yKPd4DBIAiqUMDy",Southern Girl,Two Lanes Of Freedom (Accelerated Deluxe),2013-02-05
USUM71311478,"2QtJA4gbwe1AcanB2p21aP",Stay The Night,Clarity (Deluxe),2013-07-10
USAT21300012,"1yjY7rpaAQvKwpdUliHx0d",Still Into You,Paramore,2013-03-14
GBUM71304610,"6PUIzlqotEmPuBfjbwYWOB",Summertime Sadness,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],2013-02-01
QMRSZ1700758,"1aCDtDGqZmOzrzi62DBqGI",Sunny And 75,Crickets,2013-10-08
USUM71312879,"1WOCTq2Spix5l2fwuwxaOM",Survival,The Marshall Mathers LP2,2013-11-05
USSM11300080,"2QjOHCTQ1Jl3zawyYOpxh6",Sweater Weather,I Love You.,2012-08-07
USRC11301018,"5mIqtDBiw3rqMxsJc4UVM6",TKO,The 20/20 Experience - 2 of 2 (Deluxe),2013-07-30
NZUM71300124,"3G6hD9B2ZHOsgf4WfNu7X1",Team,Pure Heroine,2013-09-13
NZUM71300023,"74fpNVAJrKGQuqHETi4WSt",Tennis Court,Pure Heroine,2013-05-17
USUM71307711,"5HGibWoxnkYSkl6mHmAlOE",That's My Kind Of Night,Crash My Party,2013-08-05
NOAGW1300374,"5HOpkTTVcmZHnthgyxrIL8",The Fox,The Fox (What Does the Fox Say?),2013-09-02
USCM51300748,"5dHpbFmZjWucrol0M7aNGU",The Language,Nothing Was The Same (Deluxe),2013-09-19
USRC11301695,"3cHyrEgdyYRjgJKSOiOtcS",Timber,Global Warming: Meltdown (Deluxe Version),2012-11-16
QMJMT1300027,"1PNGJBI1Lx0h8QCpkHKZLU",Tom Ford,Magna Carta... Holy Grail,2013-07-04
USAT21206909,"55h7vJchibLdUkxdlX3fK7",Treasure,Unorthodox Jukebox,2012-12-07
USRC11200787,"1QNqrsNQ1JVLEwncov3lEY",True Love,The Truth About Love,2012-09-14
USUYG1028245,"6nu35hLc8zsA9bwBpcuf5L",Type Of Way,Still Goin In - Reloaded,2020-01-24
USAT21301325,"5hZUqVitmzZQcTtpkybSj6",V.S.O.P.,Rebellious Soul,2013-08-05
SEUM71301326,"0nrRP2bk19rLc0orkWPQk2",Wake Me Up!,True,2013-06-19
USUM71305735,"25zXRQGuwYZdIp88fVZOPC",Wasting All These Tears,Frame By Frame,2013-06-04
USRC11300686,"2y4lAQpi5VTNLu2ldeTdUH",We Can't Stop,Bangerz (Deluxe Version),2013-06-03
USUM71305564,"4PJXT82AZtlDW4Q71b43oz",Whatever She's Got,I'm A Fire,2013-06-18
GMM881200009,"1o1Pny4JcE3LdUBeBedbm6",White Walls,The Heist,2012-10-09
USRC11301214,"2vwlzO0Qp8kfEtzTsCXfyE",Wrecking Ball,Bangerz (Deluxe Version),2013-08-25
USUM71306669,"1ahAuX3F6tDdNRfMdiLsv6",#Beautiful,Me. I Am Mariah…The Elusive Chanteuse,2013-05-07
USSM11302997,"6RjW45KHJ6kgI2xQ1aFa52",Acapella,Pulses,2013-06-25
USUM71303772,"0UAmPUdpTRq8w54B3H8TzY",Ain't Worried About Nothin,Excuse My French (Deluxe),2013-05-21
USUM71201684,"6XD3HMATLswheYevIfKkSi",All Over The Road,All Over The Road,2012-01-01
USUM71310268,"442j8VxaB60dWf9cBFuX5w",Almost Is Never Enough,Yours Truly,2013-08-19
USSM11303884,"0vvG0VEN6l2fbIEUtq3mQD",American Girl,American Girl,2013-07-23
USSM11300871,"3bwCMbwDZVtvJDnUTQIdCX",Beat It,Back 2 Life,2013-04-15
GBHMU1200008,"2EcsgXlxz99UMDSPg5T8RF",Beneath Your Beautiful,Electronic Earth (Expanded Edition),2012-04-02
USSM11301017,"0rFZaQ4crlGAzuCjWCQ2xu",Body Party,Ciara,2013-05-12
USSM11201532,"3adeqciqrsp6PQqR0hGDC7",Bruises,California 37,2012-04-13
USHR11334422,"6LoQHIo74tOzQ8EsLEkhgF",Come & Get It,Stars Dance (Bonus Track Version),2013-04-09
USUM71303132,"6GBUsjHfZuweYf5lQEz6mP",Crash My Party,Crash My Party,2013-04-08
USRC11201137,"1sNctqVr9zdS7i1RZNjIgY",Crazy Kids,Warrior (Expanded Edition),2012-11-30
USAT21204026,"3Qe097eJNp9MfpT2PieEw0",Don't Ya,Bring You Back,2012-08-01
USWB11300371,"2n5bpmhEqlMJ2jgvWAwD9N",Easy,Feels Like Home,2013-03-12
QMJMT1300028,"3PBC860LAeS4utDAqlqIe2",F*ckwithmeyouknowigotit,Magna Carta... Holy Grail,2013-07-04
USUM71308137,"2McF35G6jiTVdvmjkJEgq5",Feds Watching,B.O.A.T.S. II #METIME (Deluxe),2013-07-09
QMTM61200406,"56sxN1yKg1dgOZXBcAHkJG","Gone, Gone, Gone",The World From The Side Of The Moon,2012-11-19
USCN11300098,"1qDahv56bbyCytqvnvY2Yp",Goodbye Town,Golden,2013-05-07
USWB11302191,"5anCkDvJ17aznvK5TED5uo",Hail To The King,Hail to the King,2013-07-16
USUM71309895,"0flKDWZq11997Fb2ptkQvu",Helluva Night,Helluva Night,2013-01-01
USRC11200937,"5ctk3VJoHoURSiwkCJn2bf",How Many Drinks?,Kaleidoscope Dream,2012-09-24
GBARL1201390,"05SBRd4fXgn8FX7bf8BCAE",I Need Your Love,"18 Months",2012-10-05
USAT21300728,"4FkgULes13bk2eHrsJg4q9",I Want Crazy,Hunter Hayes (Encore),2013-04-07
USUM71305877,"1J8j3IeJz1HXoHF59LoP4h",Little Bit Of Everything,Fuse,2013-05-14
USAT21301253,"6kx16R0LMAyoXDvGqddZFy",LoveHate Thing,The Gifted,2013-06-24
USCM51300393,"1jZi8HvWkfWIQcmlxmqber",No New Friends (SFTB Remix),No New Friends (SFTB Remix),2013-04-19
USLXJ1302282,"5ZMFVgZSYvbq3SmgRwaGMa",Point At You,Off The Beaten Path (Deluxe Edition),2013-03-19
USQX91300310,"2uwnP6tZVVmTovzX5ELooy",Power Trip,Born Sinner (Deluxe Version),2013-02-14
US58E1200344,"4vlJejZrcujj0nSCqIBeWn",Runnin' Outta Moonlight,How Country Feels,2013-01-22
GMM881200024,"01uqI4H13Gsd8Lyl1EYd8H",Same Love,The Heist,2012-07-24
GBCTA1200048,"7jP7iCJ1cXVXYHWIkYtP6d",See You Again,Blown Away,2012-05-01
USRC11301011,"0a4ZGSRZOgspQy2HYzU82l",Take Back The Night,The 20/20 Experience - 2 of 2 (Deluxe),2013-07-12
USCM51300283,"7A8d6xGJy2DpNqO2b9DrJu",Tapout,Rich Gang (Deluxe Version),2013-01-01
USWB11301002,"6OPZtIV3uoZQT1YkoiEQH9",The Other Side,Tattoos,2013-04-16
USUM71302939,"06EL94D0TA27Ik0Ke5usbj",The Way,Yours Truly,2013-03-26
GBUM71304748,"1ErWn59kfGQtENdANfbVcI",Turn The Night Up,SEX AND LOVE,2013-07-30
USUYG1027104,"0HFrCOmhCYXlv4NdEwRAuj",U.O.E.N.O.,Gift Of Gab 2 (Deluxe Edition),2013-03-05
US6XF1200066,"0j2r2jGG0IJVdUboypMFYO",When I See This Bar,Life On A Rock,2013-04-29
USSM11303950,"4wOYt5nULk1Cu8pwJWk26m",Wildfire,Paradise Valley,2013-08-16
TCABD1268639,"5tqyZmF6uEoTkD6ja7KZjv",Wop,Tabloid Truth,2012-01-31
GBUM71301823,"2nMeu6UenVvwUktBCpLMK9",Young And Beautiful,Young And Beautiful,2013-04-22
USUM71314567,"6CLVh9sekZ1p2G8Tfhhj8h",All That Matters,Journals,2013-10-14
USUM71302625,"5MsZIaCYY6Tsdph0LiB0hE",Alone Together,Save Rock And Roll,2013-04-12
USP6L1000053,"7ueP5u2qkdZbIPN2YA6LR0",Sail,Megalithic Symphony,2010-11-08
USUM71302187,"5Hroj5K7vLpIG4FNCRIjbP",Best Day Of My Life,"Oh, What A Life",2012-12-04
USLXJ1306313,"0HZUp8fm9fh1Mitqx4CIOr",Bottoms Up,Just As I Am,2013-12-17
USUM71307523,"3sNVsP50132BTNlImLx70i",Bound 2,Yeezus,2013-06-18
USWB11302478,"0Utg7sirTPqrs6Cx0FbriQ",Chillin' It,Cole Swindell,2013-03-28
USUM71312853,"2ubncjpv82GY5uES29L5ik",Compass,Golden (Deluxe Edition),2013-10-01
GBCEL1300362,"5FVd6KXrgO9B3JPmC8OPst",Do I Wanna Know?,AM,2013-06-14
USUM71320321,"5XKXMWPACPq51OiqzxenZo",Do What U Want,Do What U Want,2014-01-01
USWD11366364,"2yi7HZrBOC4bMUSTcs4VK6",Do You Want To Build A Snowman?,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),2013-11-25
USUM71301699,"1vjx9wZEyhhM1VRmIoDiRk",Don't Let Me Be Lonely,Pioneer,2013-04-02
USUM71307708,"1PoGWZbJPGmViVi7CYbDUK",Drink A Beer,Crash My Party,2013-08-13
USSM11307800,"6jG2YzhxptolDzLHTGLt7S",Drunk In Love,BEYONCÉ [Platinum Edition],2013-12-13
USAT21300820,"0spRhrdp5a0qHBzcYwtFIX",Everybody's Got Somebody But Me,Hunter Hayes (Encore),2013-06-18
USWD11366365,"70b5Sq3ePOu3Gqg0hjlOtR",For The First Time In Forever,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),2013-11-25
USCN11300085,"66rVt7PbwyKlu6CK6rxyAi",Friday Night,Eric Paslay,2014-02-04
GBUM71306780,"7DYA1TXy84mQjzx2ZjGent",Heart Attack,SEX AND LOVE,2013-10-08
USWB11302123,"4mnuiEDq1ADXUTYWJxLo4B",Helluva Life,Sunshine & Whiskey,2013-07-12
CH3131340084,"4lhqb6JvbHId48OUJGwymk",Hey Brother,True,2013-09-13
USUM71308087,"01e8dGbulrphX8j3fZDQYk",I Hold On,RISER,2013-08-13
USWD11366344,"4cbJwuAEbaodP4InQDfAmW",Let It Go,Demi (Deluxe),2013-11-25
USWD11366376,"0qcr5FMsEO85NAQjrlDRKo",Let It Go,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),2013-11-25
USUM71311708,"2xtIAFJIMkzHGHiCrJ9iwd",Lolly,Lolly,2013-09-17
GBUM71301538,"5TbzAWWc5eJaANpA9kfGCd",Love Me Again,Tribute,2013-06-30
