chart_instance_id,track_isrc,position
2012-12-08,USRC11200785,18
2012-12-08,GBAHS2201001,72
2012-12-08,USCM51200109,22
2012-12-08,USAT21101196,40
2012-12-08,USUG12103668,11
2012-12-08,USAT21201745,41
2012-12-08,USUM71211686,73
2012-12-08,USWB11202571,93
2012-12-15,USAT21206055,98
2012-12-15,USRC11200647,19
2012-12-15,GBUM71205026,56
2012-12-15,USUM71215643,95
2012-12-15,USUM71205320,26
2012-12-15,USUM71911808,75
2012-12-15,USSM11205303,29
2012-12-15,USUM71205367,14
2012-12-15,USUM71201098,57
2012-12-15,USUG12103676,77
2012-12-15,USUM71301685,44
2012-12-15,USUM71207262,60
2012-12-15,USRC11200669,30
2012-12-15,GBCTA1200038,49
2012-12-15,CAB391100615,41
2012-12-15,GBCTA1200205,53
2012-12-15,USUM71209774,90
2012-12-15,USUM71209867,18
2012-12-15,USCJY1112131,62
2012-12-15,USCN11100110,61
2012-12-15,USUM71207991,16
2012-12-15,USSM11102795,92
2012-12-15,USUM71211793,1
2012-12-15,USUM71207096,76
2012-12-15,USUM71202020,68
2012-12-15,USRC11201008,3
2012-12-15,USRC11200565,81
2012-12-15,USRC11201120,31
2012-12-15,USRC11200464,22
2012-12-15,GBAAA1200728,21
2012-12-15,USBN11100016,74
2012-12-15,USUM71206500,55
2012-12-15,USUM71119189,33
2012-12-15,USRC11201220,59
2012-12-15,USG4X1100023,79
2012-12-15,USUM71209505,36
2012-12-15,GBUM71205990,71
2012-12-15,USUM71210283,10
2012-12-15,USRC11201015,11
2012-12-15,USUM71213476,100
2012-12-15,USUM71206288,39
2012-12-15,USAT21202674,51
2012-12-15,GBARL1201055,40
2012-12-15,USDMG1260805,5
2012-12-15,QMTM61200272,7
2012-12-15,US58E1200307,64
2012-12-15,USAT21202584,8
2012-12-15,USCJY1231039,32
2012-12-15,GBUM71204769,34
2012-12-15,USUM71208020,63
2012-12-15,USUM71207857,88
2012-12-15,USUM71200987,25
2012-12-15,USCN11100151,50
2012-12-15,USUM71207198,9
2012-12-15,GBUM71001002,38
2012-12-15,USUM71119106,45
2012-12-15,GBHMU1200361,67
2012-12-15,GBHMU1200210,70
2012-12-15,USAT21203287,2
2012-12-15,GBAHT1200390,66
2012-12-15,USUM71214597,27
2012-12-15,USCM51200671,42
2012-12-15,GBHMU1200295,99
2012-12-15,USUM71203514,4
2012-12-15,USCJY1218014,96
2012-12-15,USUM71211004,84
2012-12-15,USUM71206409,46
2012-12-15,USUM71201074,72
2012-12-15,USHR11233750,87
2012-12-15,USAT21203908,82
2012-12-15,USUM71211445,97
2012-12-15,USUM71213745,83
2012-12-15,USUM71215597,12
2012-12-15,GBBKS1200164,43
2012-12-15,USAT21104050,6
2012-12-15,AUZS21100040,47
2012-12-15,USAT21101919,86
2012-12-15,USAN21200044,73
2012-12-15,GBARL1201392,58
2012-12-15,USUM71207642,17
2012-12-15,US58E1200317,85
2012-12-15,USSM11202617,93
2012-12-15,GBAHS1100095,23
2012-12-15,USRN11100005,54
2012-12-15,US58E1200322,65
2012-12-15,USUM71202995,35
2012-12-15,GMM881200003,28
2012-12-15,USLXJ1102152,52
2012-12-15,USCN11100426,91
2012-12-15,GBUM71101222,13
2012-12-15,USUM71215679,94
2012-12-15,USCN11200127,78
2012-12-15,USRC11200785,20
2012-12-15,GBAHS2201001,80
2012-12-15,USCM51200109,24
2012-12-15,USAT21101196,37
2012-12-15,USUG12103668,15
2012-12-15,USAT21201745,48
2012-12-15,USUM71211686,69
2012-12-15,USWB11202571,89
2012-12-22,USRC11200647,23
2012-12-22,USSM19400325,29
2012-12-22,GBUM71205026,56
2012-12-22,USUM71205320,27
2012-12-22,USUM71911808,70
2012-12-22,USSM11205303,30
2012-12-22,USUM71205367,9
2012-12-22,USUM71201098,55
2012-12-22,USUG12103676,78
2012-12-22,USUM71301685,40
2012-12-22,USUM71207262,60
2012-12-22,USRC11200669,35
2012-12-22,CAB391100615,45
2012-12-22,GBCTA1200205,52
2012-12-22,USUM71209774,95
2012-12-22,USUM71209867,22
2012-12-22,USCJY1112131,93
2012-12-22,USCN11100110,59
2012-12-22,USUM71207991,17
2012-12-22,USSM11102795,98
2012-12-22,USUM71204771,77
2012-12-22,USUM71211793,2
2012-12-22,USUM71207096,71
2012-12-22,USUM71202020,66
2012-12-22,USRC11201008,3
2012-12-22,USRC11200565,79
2012-12-22,USRC11201120,31
2012-12-22,USRC11200464,28
2012-12-22,GBAAA1200728,14
2012-12-22,USBN11100016,72
2012-12-22,USUM71206500,50
2012-12-22,USUM71119189,43
2012-12-22,USRC11201220,42
2012-12-22,USUM71209505,37
2012-12-22,GBUM71205990,92
2012-12-22,USUM71210283,11
2012-12-22,USRC11201015,12
2012-12-22,USUM71206288,47
2012-12-22,USAT21202674,48
2012-12-22,GBARL1201055,36
2012-12-22,USDMG1260805,4
2012-12-22,QMTM61200272,7
2012-12-22,US58E1200307,62
2012-12-22,USAT21202584,6
2012-12-22,USCJY1231039,15
2012-12-22,USUM71215853,84
2012-12-22,GBUM71204769,33
2012-12-22,USUM71208020,54
2012-12-22,USUM71207857,94
2012-12-22,USUM71200987,24
2012-12-22,USCN11100151,58
2012-12-22,USAT21205604,87
2012-12-22,USUM71207198,10
2012-12-22,GBUM71001002,38
2012-12-22,USUM71119106,41
2012-12-22,GBHMU1200361,53
2012-12-22,GBHMU1200210,74
2012-12-22,USAT21203287,1
2012-12-22,USSM11301001,57
2012-12-22,GBAHT1200390,67
2012-12-22,USUM71214597,80
2012-12-22,USSM11206041,99
2012-12-22,USCM51200671,39
2012-12-22,USUM71203514,5
2012-12-22,USCJY1218014,90
2012-12-22,USUM71211004,83
2012-12-22,USUM71206409,49
2012-12-22,USUM71201074,65
2012-12-22,USHR11233750,97
2012-12-22,USAT21203908,75
2012-12-22,USUM71211445,100
2012-12-22,USUM71213745,86
2012-12-22,USUM71215597,13
2012-12-22,GBBKS1200164,61
2012-12-22,USAT21104050,8
2012-12-22,AUZS21100040,46
2012-12-22,USAT21101919,81
2012-12-22,USUM71215846,96
2012-12-22,USAN21200044,73
2012-12-22,USDMG1260807,85
2012-12-22,GBARL1201392,44
2012-12-22,USUM71207642,19
2012-12-22,USSM11202617,91
2012-12-22,GBAHS1100095,18
2012-12-22,USRN11100005,68
2012-12-22,US58E1200322,64
2012-12-22,USUM71202995,32
2012-12-22,GMM881200003,21
2012-12-22,USLXJ1102152,51
2012-12-22,USCN11100426,89
2012-12-22,GBUM71101222,20
2012-12-22,USCN11200127,76
2012-12-22,USRC11200785,16
2012-12-22,GBAHS2201001,82
2012-12-22,USCM51200109,26
2012-12-22,USAT21101196,34
2012-12-22,USUG12103668,25
2012-12-22,USAT21206701,69
2012-12-22,USUM71211686,63
2012-12-22,USWB11202571,88
2012-12-29,USRC11200647,23
2012-12-29,USUM71216778,96
2012-12-29,USSM19400325,25
2012-12-29,GBUM71205026,47
2012-12-29,USUM71205320,28
2012-12-29,USUM71911808,64
2012-12-29,USSM11205303,35
2012-12-29,USUM71205367,7
2012-12-29,USUM71201098,51
2012-12-29,USUG12103676,75
2012-12-29,USUM71301685,41
2012-12-29,USUM71207262,62
2012-12-29,USRC11200669,44
2012-12-29,CAB391100615,45
2012-12-29,GBCTA1200205,49
2012-12-29,USUM71209774,85
2012-12-29,USUM71209867,22
2012-12-29,USCN11100110,56
2012-12-29,USUM71207991,20
2012-12-29,USSM11102795,95
2012-12-29,USUM71204771,58
2012-12-29,USUM71211793,2
2012-12-29,USUM71207096,76
2012-12-29,USUM71202020,67
2012-12-29,USRC11201008,4
2012-12-29,USRC11200565,68
2012-12-29,USRC11201120,30
2012-12-29,USRC11200464,29
2012-12-29,GBAAA1200728,12
2012-12-29,USBN11100016,74
2012-12-29,USUM71206500,54
2012-12-29,USRC11201220,32
2012-12-29,USUM71209505,52
2012-12-29,GBUM71205990,100
2012-12-29,USUM71210283,18
2012-12-29,USRC11201015,16
2012-12-29,USAT21202674,50
2012-12-29,USUM71214099,89
2012-12-29,GBARL1201055,38
2012-12-29,USDMG1260805,3
2012-12-29,QMTM61200272,8
2012-12-29,US58E1200307,57
2012-12-29,USAT21202584,6
2012-12-29,USCJY1231039,10
2012-12-29,GBUM71204769,34
2012-12-29,USUM71208020,42
2012-12-29,USUM71207857,94
2012-12-29,USUM71200987,19
2012-12-29,USCN11100151,59
2012-12-29,USUM71216384,70
2012-12-29,USUM71207198,11
2012-12-29,GBUM71001002,43
2012-12-29,USUM71119106,31
2012-12-29,GBHMU1200361,46
2012-12-29,GBHMU1200210,78
2012-12-29,USAT21203287,1
2012-12-29,USSM11301001,97
2012-12-29,USUM71214600,82
2012-12-29,GBAHT1200390,65
2012-12-29,USUM71208079,88
2012-12-29,USUM71214597,99
2012-12-29,USSM11206041,91
2012-12-29,USCM51200671,39
2012-12-29,USUM71203514,5
2012-12-29,USCJY1218014,79
2012-12-29,USUM71211004,77
2012-12-29,USUM71201074,55
2012-12-29,USHR11233750,87
2012-12-29,USAT21203908,63
2012-12-29,USUM71211445,98
2012-12-29,USUM71213745,80
2012-12-29,USUM71215597,15
2012-12-29,GBBKS1200164,72
2012-12-29,USAT21104050,9
2012-12-29,AUZS21100040,48
2012-12-29,USAT21101919,73
2012-12-29,USAN21200044,69
2012-12-29,USDMG1260807,81
2012-12-29,USUM71216453,40
2012-12-29,GBARL1201392,33
2012-12-29,USUM71207642,21
2012-12-29,USSM11202617,86
2012-12-29,GBAHS1100095,17
2012-12-29,USRN11100005,71
2012-12-29,US58E1200322,60
2012-12-29,USUM71202995,36
2012-12-29,GMM881200003,13
2012-12-29,USLXJ1102152,53
2012-12-29,USCN11100426,84
2012-12-29,GBUM71101222,24
2012-12-29,USCN11200127,66
2012-12-29,USRC11200785,14
2012-12-29,GBAHS2201001,83
2012-12-29,GBCTA1200050,90
2012-12-29,USCM51200109,26
2012-12-29,USAT21101196,37
2012-12-29,USUG12103668,27
2012-12-29,USSM11206224,93
2012-12-29,USUM71211686,61
2012-12-29,USWB11202571,92
2015-01-03,USSM11307808,89
2015-01-03,USQX91401203,56
2015-01-03,USSM11401317,10
2015-01-03,USSM19400325,35
2015-01-03,USCM51400260,48
2015-01-03,USUM71409576,9
2015-01-03,USQX91402600,90
2015-01-03,USUM71409737,22
2015-01-03,USCM51400355,62
2015-01-03,GBUM71405403,29
2015-01-03,GBUM71401093,33
2015-01-03,GBARL1400567,26
2015-01-03,USCJY1431309,1
2015-01-03,USRC11402051,92
2015-01-03,GBAHS1400287,94
2015-01-03,USUM71412644,20
2015-01-03,USRC11400498,40
2015-01-03,US58E1300408,71
2015-01-03,USAT21404491,28
2015-01-03,GB28K1400036,68
2015-01-03,USUM71406166,30
2015-01-03,GBAHS1400090,19
2015-01-03,USCRB1411035,72
2015-01-03,USCM51400377,43
2015-01-03,USRC11401783,96
2015-01-03,USAT21404117,77
2015-01-03,USCM51400382,88
2015-01-03,GBHMU1400029,47
2015-01-03,USUM71409642,84
2015-01-03,USUM71405085,78
2015-01-03,SE3NM1300101,16
2015-01-03,USUM71411636,36
2015-01-03,USUM71411206,97
2015-01-03,USSM11405788,25
2015-01-03,USUM71415785,60
2015-01-03,USUM71414033,12
2015-01-03,USRC11402425,31
2015-01-03,USUM71301307,64
2015-01-03,USUM71307707,61
2015-01-03,GBUM71308836,6
2015-01-03,USWB11402584,100
2015-01-03,USUM71412696,8
2015-01-03,US58E1400454,73
2015-01-03,USUM71414575,55
2015-01-03,USCM51400196,44
2015-01-03,US58E1200350,91
2015-01-03,USSM11408349,5
2015-01-03,USRN11300049,95
2015-01-03,USWB11402376,66
2015-01-03,USUM71417962,83
2015-01-03,USUM71417963,63
2015-01-03,USUM71409728,7
2015-01-03,USLXJ1307066,76
2015-01-03,USRC11402151,58
2015-01-03,USUM71412828,65
2015-01-03,USAT21300640,82
2015-01-03,USUM71500272,34
2015-01-03,GBHMU1400165,50
2015-01-03,USUM71411314,93
2015-01-03,USUM71413477,23
2015-01-03,USUG11401323,81
2015-01-03,USCM51400340,15
2015-01-03,USAN21400025,59
2015-01-03,DEA621400286,69
2015-01-03,GBAHS1300498,45
2015-01-03,AULI01385760,32
2015-01-03,CAV161300016,49
2015-01-03,USUM71417401,42
2015-01-03,USCJY1431349,11
2015-01-03,USUM71413555,79
2015-01-03,USCJY1418231,38
2015-01-03,USRC11401949,86
2015-01-03,USSM11406643,75
2015-01-03,IEABD0400051,74
2015-01-03,GBCTA1400010,41
2015-01-03,USUM71309985,80
2015-01-03,GBUM71308833,27
2015-01-03,GBHMU1400159,70
2015-01-03,DEL211300741,39
2015-01-03,USUM71412652,57
2015-01-03,USSM11307291,2
2015-01-03,USUM71317733,51
2015-01-03,USUG11401803,21
2015-01-03,USHR11435979,13
2015-01-03,GBAHS1400099,4
2015-01-03,US6XF1300039,67
2015-01-03,USRC11402647,87
2015-01-03,USAT21401975,52
2015-01-03,USWB11303249,37
2015-01-03,USSM11408382,46
2015-01-03,USUM71407113,85
2015-01-03,USWB11402508,17
2015-01-03,GBARL1401524,3
2015-01-03,USUM71418057,53
2015-01-03,TCACR1630790,14
2015-01-03,NLB8R1400002,18
2015-01-03,USQX91402592,98
2015-01-03,USUM71414680,99
2015-01-10,USSM11307808,75
2015-01-10,USSM11401317,5
2015-01-10,USCM51400260,48
2015-01-10,USUM71409576,8
2015-01-10,USQX91402600,94
2015-01-10,USUM71417667,95
2015-01-10,USCJY1431369,78
2015-01-10,USUM71409737,17
2015-01-10,USCM51400355,80
2015-01-10,GBUM71405403,27
2015-01-10,GBUM71401093,29
2015-01-10,GBARL1400567,31
2015-01-10,USCJY1431309,1
2015-01-10,USRC11402051,72
2015-01-10,GBAHS1400287,91
2015-01-10,USUM71412813,87
2015-01-10,USRC11402605,98
2015-01-10,USUM71412644,14
2015-01-10,USRC11400498,39
2015-01-10,US58E1300408,85
2015-01-10,USAT21404491,26
2015-01-10,GB28K1400036,70
2015-01-10,USSM11406291,64
2015-01-10,USUM71406166,28
2015-01-10,GBAHS1400090,22
2015-01-10,USCRB1411035,60
2015-01-10,USUG11500923,49
2015-01-10,USCM51400377,59
2015-01-10,USAT21404117,58
2015-01-10,GBHMU1400029,43
2015-01-10,USUM71405085,61
2015-01-10,SE3NM1300101,20
2015-01-10,USUM71411636,36
2015-01-10,USUM71411206,86
2015-01-10,USSM11405788,23
2015-01-10,USUM71415785,54
2015-01-10,USUM71414033,12
2015-01-10,USRC11402425,33
2015-01-10,USUM71301307,62
2015-01-10,USUM71307707,57
2015-01-10,GBUM71308836,6
2015-01-10,USWB11402584,79
2015-01-10,USUM71412696,10
2015-01-10,US58E1400454,74
2015-01-10,USUM71414575,38
2015-01-10,USCM51400196,42
2015-01-10,US58E1200350,96
2015-01-10,USSM11408349,4
2015-01-10,USRN11300049,77
2015-01-10,USWB11402376,69
2015-01-10,USUM71409728,11
2015-01-10,USLXJ1307066,76
2015-01-10,USRC11402151,67
2015-01-10,USUM71412828,68
2015-01-10,USAT21300640,83
2015-01-10,USWB11402277,97
2015-01-10,GBHMU1400165,34
2015-01-10,USUM71411314,88
2015-01-10,USUM71413477,19
2015-01-10,USUG11401323,65
2015-01-10,USCM51400340,15
2015-01-10,USAN21400025,63
2015-01-10,DEA621400286,71
2015-01-10,GBAHS1300498,44
2015-01-10,AULI01385760,32
2015-01-10,CAV161300016,35
2015-01-10,USUM71417401,50
2015-01-10,USCJY1431349,9
2015-01-10,USUM71413555,73
2015-01-10,USAT21403010,99
2015-01-10,USCJY1418231,41
2015-01-10,USRC11401949,89
2015-01-10,USSM11406643,40
2015-01-10,USUM71415364,92
2015-01-10,GBCTA1400010,37
2015-01-10,USUM71309985,82
2015-01-10,GBUM71308833,24
2015-01-10,GBHMU1400159,51
2015-01-10,DEL211300741,47
2015-01-10,USSD11400306,93
2015-01-10,USCJY1431319,84
2015-01-10,USUM71412652,53
2015-01-10,USSM11307291,3
2015-01-10,USUM71317733,52
2015-01-10,USUG11401803,16
2015-01-10,USHR11435979,13
2015-01-10,GBAHS1400099,7
2015-01-10,US6XF1300039,81
2015-01-10,USRC11402647,46
2015-01-10,USSM11406369,100
2015-01-10,USAT21401975,56
2015-01-10,USWB11303249,30
2015-01-10,USSM11408382,45
2015-01-10,USUM71407113,66
2015-01-10,USWB11402508,18
2015-01-10,GBARL1401524,2
2015-01-10,NLB8R1400002,21
2015-01-10,USUM71414680,90
2015-01-17,USSM11307808,81
2015-01-17,USG4X1300299,97
2015-01-17,USWB11304591,99
2015-01-17,USSM11401317,6
2015-01-17,USCM51400260,48
2015-01-17,USUM71409576,10
2015-01-17,USQX91402600,86
2015-01-17,USUM71409737,15
2015-01-17,USCM51400355,91
2015-01-17,GBUM71405403,29
2015-01-17,GBUM71401093,31
2015-01-17,GBARL1400567,32
2015-01-17,USCJY1431309,2
2015-01-17,USRC11402051,76
2015-01-17,USUM71412644,13
2015-01-17,USRC11400498,37
2015-01-17,US58E1300408,74
2015-01-17,USAT21404491,26
2015-01-17,GB28K1400036,70
2015-01-17,USSM11406291,84
2015-01-17,USUM71406166,30
2015-01-17,GBAHS1400090,23
2015-01-17,USCRB1411035,63
2015-01-17,USUG11500923,87
2015-01-17,USCM51400377,59
2015-01-17,USAT21404117,54
2015-01-17,AUIYA1400002,96
2015-01-17,GBHMU1400029,41
2015-01-17,USUM71405085,67
2015-01-17,SE3NM1300101,20
2015-01-17,USUM71411636,39
2015-01-17,USUM71411206,82
2015-01-17,USSM11405788,25
2015-01-17,USUM71415785,58
2015-01-17,USUM71414033,12
2015-01-17,USRC11402425,28
2015-01-17,USUM71301307,53
2015-01-17,USRC11400730,100
2015-01-17,USUM71307707,56
2015-01-17,GBUM71308836,8
2015-01-17,USWB11402584,85
2015-01-17,USUM71412696,9
2015-01-17,US58E1400454,66
2015-01-17,USUM71414575,38
2015-01-17,USCM51400196,50
2015-01-17,US58E1200350,83
2015-01-17,USSM11408349,5
2015-01-17,USRN11300049,73
2015-01-17,USWB11402376,62
2015-01-17,USUM71409728,11
2015-01-17,USLXJ1307066,72
2015-01-17,USAT21300640,75
2015-01-17,USWB11402277,89
2015-01-17,GBHMU1400165,34
2015-01-17,USUM71411314,88
2015-01-17,USUM71413477,21
2015-01-17,USUG11401323,69
2015-01-17,USUM71418191,35
2015-01-17,USCM51400340,16
2015-01-17,GBARL1401201,90
2015-01-17,USAN21400025,57
2015-01-17,DEA621400286,60
2015-01-17,GBAHS1300498,44
2015-01-17,AULI01385760,36
2015-01-17,CAV161300016,27
2015-01-17,USCJY1431349,7
2015-01-17,USUM71413555,61
2015-01-17,USCJY1418231,43
2015-01-17,USRC11401949,77
2015-01-17,USSM11406643,46
2015-01-17,USUM71415364,80
2015-01-17,GBCTA1400010,42
2015-01-17,USUM71309985,79
2015-01-17,GBUM71308833,19
2015-01-17,GBHMU1400159,55
2015-01-17,DEL211300741,45
2015-01-17,USSD11400306,78
2015-01-17,USCJY1431319,71
2015-01-17,USUM71412652,51
2015-01-17,QMRSZ1700266,98
2015-01-17,USSM11307291,3
2015-01-17,USUM71406922,93
2015-01-17,USUM71317733,49
2015-01-17,USUG11401803,17
2015-01-17,USHR11435979,14
2015-01-17,GBAHS1400099,4
2015-01-17,USUM71417504,92
2015-01-17,US6XF1300039,68
2015-01-17,USRC11402647,33
2015-01-17,USAT21401975,52
2015-01-17,USWB11303249,40
2015-01-17,USSM11408382,47
2015-01-17,USUM71407113,65
2015-01-17,USWB11402508,18
2015-01-17,GBARL1401524,1
2015-01-17,NLB8R1400002,22
2015-01-17,USRN11300248,95
2015-01-17,USUM71414680,94
2015-01-24,USSM11307808,88
2015-01-24,USG4X1300299,97
2015-01-24,USWB11304591,89
2015-01-24,USAT21404002,100
2015-01-24,USSM11401317,10
2015-01-24,USUM71409576,11
2015-01-24,USQX91402600,79
2015-01-24,USRC11403042,40
2015-01-24,USUM71409737,25
2015-01-24,GBUM71405403,42
2015-01-24,GBUM71401093,37
2015-01-24,GBARL1400567,32
2015-01-24,TCACC1437531,90
2015-01-24,USCJY1431309,2
2015-01-24,USRC11402051,83
2015-01-24,USUM71412644,15
2015-01-24,USRC11400498,30
2015-01-24,US58E1300408,86
2015-01-24,USAT21404491,26
2015-01-24,GB28K1400036,81
2015-01-24,USSM11406291,95
2015-01-24,USUM71406166,36
2015-01-24,GBAHS1400090,27
2015-01-24,USCRB1411035,67
2015-01-24,USUG11500923,82
2015-01-24,USRC11400976,17
2015-01-24,USCM51400377,61
2015-01-24,USAT21404117,49
2015-01-24,AUIYA1400002,93
2015-01-24,GBHMU1400029,28
2015-01-24,USUM71405085,70
2015-01-24,SE3NM1300101,24
2015-01-24,USUM71411636,31
2015-01-24,USUM71411206,80
2015-01-24,USSM11405788,29
2015-01-24,USUM71415785,64
2015-01-24,USUM71414033,12
2015-01-24,USRC11402425,23
2015-01-24,USUM71301307,34
2015-01-24,USUM71307707,51
2015-01-24,GBUM71308836,5
2015-01-24,USUM71417732,77
2015-01-24,USUM71412696,7
2015-01-24,US58E1400454,68
2015-01-24,USUM71414575,55
2015-01-24,US58E1200350,78
2015-01-24,USSM11408349,6
2015-01-24,USRN11300049,73
2015-01-24,USWB11402376,59
2015-01-24,USUM71409728,8
2015-01-24,GBUM71406823,45
2015-01-24,USLXJ1307066,66
2015-01-24,USAT21300640,74
2015-01-24,USWB11402277,99
2015-01-24,GBHMU1400165,39
2015-01-24,USUM71411314,91
2015-01-24,USUM71413477,18
2015-01-24,USAT21404109,96
2015-01-24,USUG11401323,65
2015-01-24,USUM71418191,54
2015-01-24,USCM51400340,16
2015-01-24,GBARL1401201,76
2015-01-24,USAN21400025,57
2015-01-24,USAT21404845,98
2015-01-24,DEA621400286,53
2015-01-24,GBAHS1300498,46
2015-01-24,AULI01385760,33
2015-01-24,CAV161300016,38
2015-01-24,USCJY1431349,9
2015-01-24,USUM71413555,56
2015-01-24,USCJY1418231,48
2015-01-24,USRC11401949,71
2015-01-24,USSM11406643,44
2015-01-24,GBCTA1400010,41
2015-01-24,USUM71309985,84
2015-01-24,GBUM71308833,21
2015-01-24,GBHMU1400159,69
2015-01-24,DEL211300741,43
2015-01-24,USSD11400306,63
2015-01-24,USCJY1431319,72
2015-01-24,USUM71412652,52
2015-01-24,QMRSZ1700266,92
2015-01-24,USSM11307291,3
2015-01-24,USUM71406922,75
2015-01-24,USUM71317733,50
2015-01-24,USUG11401803,14
2015-01-24,USHR11435979,13
2015-01-24,GBAHS1400099,4
2015-01-24,USUM71417504,85
2015-01-24,US6XF1300039,62
2015-01-24,USRC11402647,35
2015-01-24,USAT21401975,58
2015-01-24,USSM11408382,47
2015-01-24,USWB11402508,19
2015-01-24,GBARL1401524,1
2015-01-24,NLB8R1400002,22
2015-01-24,USRN11300248,94
2015-01-31,USSM11307808,93
2015-01-31,USG4X1300299,99
2015-01-31,USWB11304591,83
2015-01-31,USAT21404002,78
2015-01-31,USSM11401317,10
2015-01-31,USUM71409576,16
2015-01-31,USQX91402600,81
2015-01-31,USRC11403042,72
2015-01-31,USUM71409737,23
2015-01-31,GBUM71405403,57
2015-01-31,GBUM71401093,44
2015-01-31,GBARL1400567,40
2015-01-31,USCJY1431309,3
2015-01-31,USRC11402051,89
2015-01-31,USUM71412644,12
2015-01-31,USRC11400498,33
2015-01-31,USAT21404491,26
2015-01-31,GB28K1400036,90
2015-01-31,USSM11406291,84
2015-01-31,USUM71406166,39
2015-01-31,GBAHS1400090,31
2015-01-31,USCRB1411035,63
2015-01-31,USUG11500923,70
2015-01-31,USRC11400976,29
2015-01-31,USCM51400377,61
2015-01-31,USAT21404117,38
2015-01-31,AUIYA1400002,88
2015-01-31,GBHMU1400029,22
2015-01-31,USUM71417189,92
2015-01-31,USUM71405085,76
2015-01-31,SE3NM1300101,28
2015-01-31,GBCTA1400065,37
2015-01-31,USUM71411636,35
2015-01-31,USUM71411206,80
2015-01-31,USUG11500005,48
2015-01-31,USSM11405788,34
2015-01-31,USUM71415785,69
2015-01-31,USUM71414033,14
2015-01-31,USRC11402425,17
2015-01-31,USUM71301307,32
2015-01-31,USRC11400730,100
2015-01-31,USUM71307707,45
2015-01-31,GBUM71308836,7
2015-01-31,USUM71412696,9
2015-01-31,US58E1400454,64
2015-01-31,USUM71414575,66
2015-01-31,US58E1200350,77
2015-01-31,USSM11408349,6
2015-01-31,USRN11300049,79
2015-01-31,USWB11402376,54
2015-01-31,USUM71409728,11
2015-01-31,GBUM71406823,36
2015-01-31,USLXJ1307066,59
2015-01-31,USAT21300640,75
2015-01-31,GBHMU1400165,42
2015-01-31,USUM71411314,97
2015-01-31,USUM71413477,20
2015-01-31,USAT21404109,95
2015-01-31,USUG11401323,67
2015-01-31,USUM71418191,85
2015-01-31,USCM51400340,19
2015-01-31,GBARL1401201,58
2015-01-31,USAN21400025,65
2015-01-31,USAT21404845,91
2015-01-31,DEA621400286,47
2015-01-31,AULI01385760,30
2015-01-31,CAV161300016,43
2015-01-31,USUM71319711,96
2015-01-31,USCJY1431349,5
2015-01-31,USUM71413555,50
2015-01-31,USCJY1418231,55
2015-01-31,USRC11401949,74
2015-01-31,USSM11406643,51
2015-01-31,GBCTA1400010,41
2015-01-31,GBUM71308833,27
2015-01-31,GBHMU1400159,82
2015-01-31,USSD11400306,56
2015-01-31,USCJY1431319,52
2015-01-31,USUM71410340,8
2015-01-31,USUM71412652,49
2015-01-31,QMRSZ1700266,86
2015-01-31,USSM11307291,4
2015-01-31,USUM71406922,71
2015-01-31,USUM71317733,46
2015-01-31,USAT21403985,98
2015-01-31,USUG11401803,13
2015-01-31,USHR11435979,15
2015-01-31,GBAHS1400099,2
2015-01-31,USUM71417504,87
2015-01-31,US6XF1300039,60
2015-01-31,USRC11402647,24
2015-01-31,USAT21401975,62
2015-01-31,USSM11408382,53
2015-01-31,USWB11402508,21
2015-01-31,USUM71417734,73
2015-01-31,GBARL1401524,1
2015-01-31,NLB8R1400002,25
2015-01-31,USRN11300248,94
2015-02-07,USSM11307808,100
2015-02-07,USG4X1300299,98
2015-02-07,USWB11304591,77
2015-02-07,USAT21404002,76
2015-02-07,USSM11401317,11
2015-02-07,USUM71409576,18
2015-02-07,USQX91402600,70
2015-02-07,USRC11403042,65
2015-02-07,USUM71409737,28
2015-02-07,GBUM71405403,72
2015-02-07,GBUM71401093,48
2015-02-07,GBARL1400567,50
2015-02-07,USCJY1431309,4
2015-02-07,USRC11402051,87
2015-02-07,USRC11402605,95
2015-02-07,USUM71412644,10
2015-02-07,USRC11400498,33
2015-02-07,USAT21404491,23
2015-02-07,GB28K1400036,97
2015-02-07,USUM71406166,47
2015-02-07,GBAHS1400090,36
2015-02-07,USCRB1411035,60
2015-02-07,USUG11500923,27
2015-02-07,USRC11400976,32
2015-02-07,USCM51400377,58
2015-02-07,USJMT1500001,54
2015-02-07,USAT21404117,34
2015-02-07,AUIYA1400002,88
2015-02-07,GBHMU1400029,24
2015-02-07,USUM71405085,75
2015-02-07,SE3NM1300101,30
2015-02-07,GBCTA1400065,67
2015-02-07,USUM71411636,35
2015-02-07,USUM71411206,80
2015-02-07,USUG11500005,81
2015-02-07,USUM71415785,63
2015-02-07,USUM71414033,13
2015-02-07,USRC11402425,14
2015-02-07,USUM71301307,39
2015-02-07,USUM71307707,41
2015-02-07,GBUM71308836,8
2015-02-07,USUM71417740,96
2015-02-07,USUM71412696,9
2015-02-07,US58E1400454,61
2015-02-07,USUM71414575,79
2015-02-07,US58E1200350,68
2015-02-07,USSM11408349,7
2015-02-07,USRN11300049,74
2015-02-07,USWB11402376,51
2015-02-07,USUM71409728,12
2015-02-07,GBUM71406823,20
2015-02-07,USLXJ1307066,55
2015-02-07,USAT21300640,66
2015-02-07,GBHMU1400165,46
2015-02-07,USUM71413477,22
2015-02-07,USAT21404109,91
